time	mnvel	errvel	tel
2453339.1332084704	-1.9333003882754145	0.620776226713286	HIRES-post
2453340.145433218	1.1576439737703936	0.6191594580684396	HIRES-post
2453369.056674394	-3.090890516691779	0.6202484803172555	HIRES-post
2453370.055303348	2.1681710467972453	0.7174431118041753	HIRES-post
2453398.063922204	-0.107132680065811	0.6225140246576903	HIRES-post
2453398.948524836	0.8831405501585965	0.657685360132701	HIRES-post
2453401.046961375	2.6908360475800612	0.710464333453663	HIRES-post
2453480.7781692613	3.404263717633458	0.5557160519156487	HIRES-post
2453546.7699093996	2.932254474034373	0.6613378193775405	HIRES-post
2453547.7487350856	5.011418115060472	0.6291539391785476	HIRES-post
2453548.7954181703	3.706697597643398	0.6274518276229422	HIRES-post
2453549.7834894257	2.073210108545145	0.6313342095739646	HIRES-post
2453550.8087362745	0.1897610101061612	0.6086158624985919	HIRES-post
2453551.8132074326	0.1302530730420656	0.6318624537445661	HIRES-post
2453570.773204183	4.450942524274302	0.6639639755677562	HIRES-post
2453575.7770702234	-7.653205380056594	0.9295381031612664	HIRES-post
2453576.7529356657	-2.404479603036805	0.611541496377424	HIRES-post
2453693.105323679	2.5957376935226626	0.4850601304217195	HIRES-post
2453694.1392378043	1.8176850431879843	0.45343523548024967	HIRES-post
2453695.1190264346	0.7256272998719726	0.5200075496855409	HIRES-post
2453696.0935050026	2.095381997642078	0.5147623920636236	HIRES-post
2453697.1225150577	0.2233679761338153	0.5607311061924597	HIRES-post
2453724.1560296593	2.637017876803939	0.6843836361719658	HIRES-post
2453725.0558479843	2.4751752893621104	0.7088031900393665	HIRES-post
2453747.059375	0.8	1.024322	HIRES-post
2453747.967326873	1.7885673162857225	0.6643341370553213	HIRES-post
2453748.929502	0.77	1.109627	HIRES-post
2453749.92162	0.5	1.028438	HIRES-post
2453750.931123	-1.98	1.024284	HIRES-post
2453753.0879575713	3.5739359136837634	0.6361667433552937	HIRES-post
2453754.0532779573	2.551320113283067	0.6636142609433238	HIRES-post
2453776.060941428	-1.1369209938443305	0.669109002171592	HIRES-post
2453806.843329883	3.1170411384115875	0.7103228422882514	HIRES-post
2454246.862287355	-1.6247035871064812	0.6502338614196501	HIRES-post
2454247.831759	-3.03	0.964591	HIRES-post
2454248.933021	-1.57	0.8877179999999999	HIRES-post
2454249.794387	-2.7	0.9828709999999999	HIRES-post
2454250.831389	-3.06	0.920647	HIRES-post
2454251.884931	-1.82	0.953955	HIRES-post
2454255.8608415	0.9762547218885123	0.593684260923184	HIRES-post
2454277.807245	-3.01	0.961535	HIRES-post
2454278.82735	-2.7	0.9440699999999999	HIRES-post
2454279.818704	-1.45	0.864497	HIRES-post
2454285.845451	-4.83	1.110464	HIRES-post
2454294.78088	-0.24	0.9476670000000001	HIRES-post
2454300.751458	0.74	0.91353	HIRES-post
2454304.7725	-3.16	1.098168	HIRES-post
2454305.7706013704	-3.8326931018330477	0.7217065713401146	HIRES-post
2454306.77662	-2.83	0.988343	HIRES-post
2454307.7536229054	-1.090447852009513	0.700673813298032	HIRES-post
2454308.7557903454	-0.03655297439031173	0.6938827116597344	HIRES-post
2454309.751007	-1.3	1.02279	HIRES-post
2454310.7477666195	0.42975065869456747	0.6801336913562162	HIRES-post
2454311.747303	0.61	0.981521	HIRES-post
2454312.744838	2.55	0.9504240000000002	HIRES-post
2454313.747153	-1.34	1.129809	HIRES-post
2454314.756019	-5.6	1.071496	HIRES-post
2454318.750625	1.77	0.93354	HIRES-post
2454455.100364285	-0.4567976864338975	0.7363797594355672	HIRES-post
2454456.1408218415	-1.2924501409769487	0.7537156388259508	HIRES-post
2454458.1624685805	-5.160236188952288	0.8423379900415948	HIRES-post
2454461.118368	-5.6	1.065066	HIRES-post
2454461.964028	-2.94	1.149632	HIRES-post
2454493.016759	-0.64	0.9218480000000001	HIRES-post
2454548.01081	0.83	0.910737	HIRES-post
2454548.938333	-3.55	0.901365	HIRES-post
2454633.806447	-1.92	0.922102	HIRES-post
2454639.757593	-4.4	0.911178	HIRES-post
2454640.769444	-2.47	0.903134	HIRES-post
2454641.820729	-0.71	0.9538800000000001	HIRES-post
2454643.796298885	1.353815403856018	0.5537289782266167	HIRES-post
2454778.15581	-1.43	0.9288139999999999	HIRES-post
