time	mnvel	errvel	tel
2451005.962	-173.231842	8.079914	Hamilton
2451006.967	-160.3073273	8.869678	Hamilton
2451014.918	-124.8447571	8.63556	Hamilton
2451025.98	-61.22930527	8.239389	Hamilton
2451027.94	-153.9638367	7.513091600000001	Hamilton
2451049.812	-179.2245178	10.382175	Hamilton
2451075.857366372	-55.418921996142586	3.4618048284485514	Hamilton
2451077.8729339475	-170.30472591269762	3.9530173823044144	Hamilton
2451078.816037815	-143.71129712987948	3.8918385299166305	Hamilton
2451079.793813862	-55.56379514527173	3.8623460269961836	Hamilton
2451081.744529451	95.46129055255636	4.035562432584734	Hamilton
2451100.7554862695	-68.91405015422495	4.3613676247224555	Hamilton
2451101.751	24.04349899291992	7.113448600000001	Hamilton
2451132.653	-55.18888855	8.0464525	Hamilton
2451352.964	89.53297424316406	8.648791	Hamilton
2451362.959	-124.7862549	5.439724	Hamilton
2451363.959	-84.34069061	5.5673428	Hamilton
2451364.955	10.728869438171388	5.783012	Hamilton
2451377.9017009526	-111.43952414494652	4.5573226857153575	Hamilton
2451378.936	-34.39728546	5.7293706	Hamilton
2451379.930305495	88.62921077919896	4.203003505930935	Hamilton
2451380.9315491794	123.37083403760128	4.269015172250764	Hamilton
2451386.942381478	64.8167784541421	4.646804062423609	Hamilton
2451387.869923951	132.53712655928925	4.33773223615895	Hamilton
2451388.9429821456	55.724251777961484	4.820831027757352	Hamilton
2451389.948850222	-76.19698261854691	4.585322166105425	Hamilton
2451390.991	-140.4439392	6.259286400000001	Hamilton
2451391.966476486	-117.69295059981889	4.651582364345277	Hamilton
2451392.94572625	-33.60589817245114	4.845193829979558	Hamilton
2451401.8479896896	131.99337726132583	4.447510224229894	Hamilton
2451402.848033001	99.21934177761278	4.263408768008343	Hamilton
2451403.8386083236	-36.54391780410782	4.594164450994785	Hamilton
2451416.882151327	135.49412680659543	3.468080973466907	Hamilton
2451417.883	-8.861554146	6.004808000000001	Hamilton
2451418.789776614	-104.51420509644288	4.492980475843771	Hamilton
2451419.772218263	-140.7418466436216	4.779741724905412	Hamilton
2451427.816876547	-110.27401179130311	4.5385974948163605	Hamilton
2451428.784333405	-26.411578481645996	6.431603273692602	Hamilton
2451429.892391549	98.65734062743113	5.153146579320647	Hamilton
2451435.873192912	-27.362995480028214	4.500362460150884	Hamilton
2451436.7441621986	63.82136227976175	4.3880235910221765	Hamilton
2451437.721921408	132.6257795768078	5.429540850168099	Hamilton
2451438.7935155677	35.73995556656641	4.455390204482835	Hamilton
2451439.7888518055	-74.67441213507445	5.203645927848483	Hamilton
2451444.824	172.7197723388672	6.320317299999999	Hamilton
2451445.786	105.94129180908205	5.021055	Hamilton
2451446.758	-33.6320343	5.5254517	Hamilton
2451447.714	-108.9606247	5.3245716	Hamilton
2451448.746	-105.9578094	6.042948000000001	Hamilton
2451453.8212207174	-42.60591041293782	4.213326316344665	Hamilton
2451454.7187107233	-107.28325994037131	4.807208458734329	Hamilton
2451468.6898294324	-89.77764520138675	4.231646162107986	Hamilton
2451477.7109596394	-109.83493596108251	4.484035421311415	Hamilton
2451480.769949928	125.7639566974382	7.065891225411668	Hamilton
2451481.6957052243	21.030708064645022	6.643048802760972	Hamilton
2451496.6577854934	-61.485494746787516	5.063129544942344	Hamilton
2451533.587	-109.4907227	6.029628	Hamilton
2451535.5879268413	-15.856410493538437	4.105601509106743	Hamilton
2451539.636	-64.51724243	5.945774599999999	Hamilton
2451751.941	148.27342224121094	5.7358155	Hamilton
2451752.892	14.03916358947754	4.5812707	Hamilton
2451774.865	-42.50748062	4.383751	Hamilton
2451775.904	-88.62113953	4.5313334	Hamilton
2451802.9004235137	-12.51388659608301	4.807292365023773	Hamilton
