time,mnvel,errvel,tel,inst,source
2450915.2911,-15.2,9.0,,ucles,benedict2022
2451118.8874,6.5,5.1000000000000005,,ucles,benedict2022
2451118.8874,6.5,5.1000000000000005,,ucles,benedict2022
2451119.9022,-9.9,2.4,,ucles,mccarthy2004
2451119.9023,-0.1,4.1000000000000005,,ucles,benedict2022
2451120.887,2.0,4.1000000000000005,,ucles,benedict2022
2451120.887,-8.7,2.4,,ucles,mccarthy2004
2451121.8928,3.8,4.4,,ucles,benedict2022
2451121.8928,3.8,4.4,,ucles,benedict2022
2451236.286377,-27.9,3.0,,ucles,butler2006
2451236.2864,-35.4,3.6,,ucles,mccarthy2004
2451236.2864,-27.099999999999998,5.3,,ucles,benedict2022
2451410.8977,-37.900000000000006,4.2,,ucles,benedict2022
2451410.8977,-37.900000000000006,4.2,,ucles,benedict2022
2451412.9788,-39.6,10.6,,ucles,benedict2022
2451413.8981,-30.099999999999998,4.2,,ucles,benedict2022
2451413.898137,-33.0,2.3,,ucles,butler2006
2451630.3042,49.3,4.4,,ucles,benedict2022
2451630.3042,36.0,2.8,,ucles,mccarthy2004
2451683.092558,51.5,2.9,,ucles,butler2006
2451683.0926,56.2,5.2,,ucles,benedict2022
2451684.132,38.4,3.5,,ucles,mccarthy2004
2451684.1321,51.5,5.8999999999999995,,ucles,benedict2022
2451718.1184,40.4,5.2,,ucles,benedict2022
2451718.1184,40.4,5.2,,ucles,benedict2022
2451742.9096,29.3,4.8,,ucles,benedict2022
2451742.9096,29.3,4.8,,ucles,benedict2022
2451743.924,36.8,5.6,,ucles,benedict2022
2451743.924,36.8,5.6,,ucles,benedict2022
2451745.044,27.400000000000002,4.8,,ucles,benedict2022
2451745.044,27.400000000000002,4.8,,ucles,benedict2022
2451766.932951,13.4,2.4,,ucles,butler2006
2451766.933,19.900000000000002,4.4,,ucles,benedict2022
2451767.9689,16.8,4.3,,ucles,benedict2022
2451767.9689,16.8,4.3,,ucles,benedict2022
2451827.897269,5.2,2.3,,ucles,butler2006
2451827.8973,8.0,4.0,,ucles,benedict2022
2451827.8973,8.0,4.0,,ucles,benedict2022
2451828.8866,11.4,5.4,,ucles,benedict2022
2451828.8866,11.4,5.4,,ucles,benedict2022
2451829.889,-2.4,3.4,,ucles,mccarthy2004
2451829.889,8.8,5.5,,ucles,benedict2022
2451855.9058,4.5,7.3,,ucles,benedict2022
2451855.9058,4.5,7.3,,ucles,benedict2022
2451984.2618,-13.299999999999999,5.0,,ucles,benedict2022
2451984.2618,-13.299999999999999,5.0,,ucles,benedict2022
2451984.2618,-25.1,3.1,,ucles,mccarthy2004
2452010.2829,-22.0,9.9,,ucles,benedict2022
2452061.1132,-20.1,4.7,,ucles,benedict2022
2452061.1132,-29.2,2.9,,ucles,mccarthy2004
2452091.9807,-17.3,4.6,,ucles,benedict2022
2452091.9807,-17.3,4.6,,ucles,benedict2022
2452126.9766,-3.6,5.8999999999999995,,ucles,benedict2022
2452126.9766,-3.6,5.8999999999999995,,ucles,benedict2022
2452151.969282,4.6,2.7,,ucles,butler2006
2452151.9693,8.9,4.7,,ucles,benedict2022
2452152.9493,11.9,3.6,,ucles,benedict2022
2452152.9493,11.9,3.6,,ucles,benedict2022
2452153.862593,9.8,2.7,,ucles,butler2006
2452153.8626,14.1,4.6,,ucles,benedict2022
2452186.909491,27.4,2.1,,ucles,butler2006
2452186.9095,18.1,2.2,,ucles,mccarthy2004
2452186.9095,29.9,3.8,,ucles,benedict2022
2452187.8879,31.4,4.0,,ucles,benedict2022
2452187.8879,31.4,4.0,,ucles,benedict2022
2452187.8879,19.5,2.4,,ucles,mccarthy2004
2452360.3245,38.1,3.8,,ucles,benedict2022
2452360.3245,38.1,3.8,,ucles,benedict2022
2452360.3245,28.7,2.2,,ucles,mccarthy2004
2452387.1722,34.1,3.7,,ucles,benedict2022
2452387.1722,34.1,3.7,,ucles,benedict2022
2452388.2097,29.4,4.2,,ucles,benedict2022
2452388.2097,29.4,4.2,,ucles,benedict2022
2452421.1696,21.9,3.6,,ucles,benedict2022
2452421.1696,21.9,3.6,,ucles,benedict2022
2452425.1226,27.5,5.0,,ucles,benedict2022
2452425.1226,27.5,5.0,,ucles,benedict2022
2452455.0437,22.5,5.3,,ucles,benedict2022
2452455.0437,22.5,5.3,,ucles,benedict2022
2452509.9587,4.0,3.0,,ucles,mccarthy2004
2452509.9587,16.2,5.1000000000000005,,ucles,benedict2022
2452712.1925,-33.8,6.6,,ucles,benedict2022
2452712.1925,-33.8,6.6,,ucles,benedict2022
2452712.192523,-35.6,3.6,,ucles,butler2006
2452745.2553,-16.8,4.6,,ucles,benedict2022
2452745.2553,-16.8,4.6,,ucles,benedict2022
2452752.1799,-15.299999999999999,4.8999999999999995,,ucles,benedict2022
2452752.1799,-15.299999999999999,4.8999999999999995,,ucles,benedict2022
2452785.1422,5.7,4.8999999999999995,,ucles,benedict2022
2452785.1422,5.7,4.8999999999999995,,ucles,benedict2022
2452857.019783,35.8,1.8,,ucles,butler2006
2452857.0204,39.800000000000004,3.4,,ucles,benedict2022
2452857.0204,39.800000000000004,3.4,,ucles,benedict2022
2452860.974387,31.7,2.6,,ucles,butler2006
2452860.9744,35.0,4.6,,ucles,benedict2022
2453044.2886,14.0,2.9,,ucles,mccarthy2004
2453160.72514,8.83,1.06,,harps0,laliotis2023
2453160.72671,10.15,1.05,,harps0,laliotis2023
2453161.72742,6.62,1.05,,harps0,laliotis2023
2453162.72512,1.75,0.94,,harps0,laliotis2023
2453162.72671,4.79,0.94,,harps0,laliotis2023
2453163.7259,6.28,0.93,,harps0,laliotis2023
2453164.72548,4.89,0.94,,harps0,laliotis2023
2453165.68298,2.22,0.98,,harps0,laliotis2023
2453166.78145,6.84,1.06,,harps0,laliotis2023
2453166.78299,5.75,1.07,,harps0,laliotis2023
2453167.7262,6.16,1.09,,harps0,laliotis2023
2453167.72767,6.77,1.09,,harps0,laliotis2023
2453201.6199,-9361.1,1.2,,harps0,benedict2022
2453201.6199,-9361.1,1.2,,harps0,benedict2022
2453201.62001,-14.07,1.02,,harps0,laliotis2023
2453202.6414,-9359.8,1.2,,harps0,benedict2022
2453202.6414,-9359.8,1.2,,harps0,benedict2022
2453203.6108,-9361.9,1.2,,harps0,benedict2022
2453203.6108,-9361.9,1.2,,harps0,benedict2022
2453204.63151,-2.18,1.06,,harps0,laliotis2023
2453204.6355,-9356.3,1.2,,harps0,benedict2022
2453204.6355,-9356.3,1.2,,harps0,benedict2022
2453205.5575,-4.89,1.04,,harps0,laliotis2023
2453205.5615,-9354.2,1.2,,harps0,benedict2022
2453205.5615,-9354.2,1.2,,harps0,benedict2022
2453206.63135,-8.98,1.05,,harps0,laliotis2023
2453206.6371,-9355.6,1.2,,harps0,benedict2022
2453206.6371,-9355.6,1.2,,harps0,benedict2022
2453207.66277,-3.13,1.25,,harps0,laliotis2023
2453207.66389,-7.55,1.25,,harps0,laliotis2023
2453214.1089,-22.9,6.8,,ucles,benedict2022
2453214.9851,-22.4,4.3,,ucles,benedict2022
2453216.79368,-12.87,1.32,,harps0,laliotis2023
2453216.79473,-12.2,1.31,,harps0,laliotis2023
2453217.6091,-9363.0,1.2,,harps0,benedict2022
2453217.9568,-14.23,1.83,,ucles,laliotis2023
2453217.9571,-21.8,3.2,,ucles,benedict2022
2453218.5673,-9363.9,1.2,,harps0,benedict2022
2453218.5673,-9363.9,1.2,,harps0,benedict2022
2453219.67914,-19.71,1.82,,harps0,laliotis2023
2453219.6802,-17.83,1.65,,harps0,laliotis2023
