#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-09T00:13:59 [V7.4.6]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2025-04-09T00:13:59   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-oc.form=sexa&-out.max=unlimited&-source=J/ApJ/715/1203/table3&-order=I&-out=JD&-out=RV&-out=e_RV&   Full request URL (POST)
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.4.6   Software version
#INFO publisher=CDS   Data centre that produced the VOTable

#RESOURCE=yCat_17151203
#Name: J/ApJ/715/1203
#Title: {upsilon} Andromedae system with HST (McArthur+, 2010)
#INFO ivoid=ivo://cds.vizier/j/apj/715/1203     IVOID of underlying data collection     
#INFO creator=McArthur B.E.     First author or institution     
#INFO cites=bibcode:2010ApJ...715.1203M     Article or Data origin sources     
#INFO editor=Astrophysical Journal (AAS)     Editor name (article)     
#INFO original_date=2010     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/715/1203     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.17151203     Dataset identifier that can be used for citation     
#INFO publication_date=2017-06-19     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Table J_ApJ_715_1203_table3:
#Name: J/ApJ/715/1203/table3
#Title: HET relative radial velocities for {upsilon} And
#---Details of Columns:
    JD (d)     (F14.6) Julian date [ucd=time.epoch]
    RV (m/s)   (F6.2)  HET relative radial velocity [ucd=spect.dopplerVeloc;pos.heliocentric]
    e_RV (m/s) (F5.2)  RV uncertainty [ucd=stat.error]
-------------- ------ -----
               RV     e_RV 
JD (d)         (m/s)  (m/s)
-------------- ------ -----
2453220.855083  88.18  8.42
2453221.851560  59.52  5.30
2453222.857669 139.98  4.78
2453227.838449 156.34  6.61
2453237.839341 181.21  7.44
2453240.843498  67.25  4.86
2453255.800928 146.32  5.13
2453257.762190  46.36  4.49
2453261.755993 104.59  4.18
2453263.778727  25.67  5.24
2453265.771444 149.36  5.73
2453286.698745  35.97  4.49
2453288.669645 171.86  4.78
2453293.678115 156.09  4.66
2453295.673163  42.51  5.21
2453297.657779 188.59  4.81
2453299.884582  47.13  7.00
2453302.637724 196.58  6.87
2453306.852533 201.12  6.58
2453310.846963 165.25  8.05
2453313.852023  67.26  6.79
2453315.623737 198.08  8.64
2453319.825960 162.50  6.87
2453321.605156 208.33  7.62
2453327.587001  95.66  8.45
2453330.570166 226.06  7.56
2453337.561394 106.72  9.08
2453340.779610 151.59  8.28
2453341.763587 112.84  7.90
2453342.780068 172.27  9.48
2453347.779610 204.55 10.67
2453358.712495 191.51 10.00
2453359.717439 110.21 10.70
2453360.734667 113.24  9.71
2453361.741070 206.51 11.01
2453365.718103 168.28 11.02
2453366.705087 233.64 10.64
2453369.675249 111.82 10.57
2453371.691010 233.01 11.20
2453377.686322 125.63  9.44
2453378.662047 100.54  9.07
2453379.663556 146.99  8.41
2453389.638749 219.99  9.32
2453392.635122  83.47  8.93
2453395.621947 178.55  9.34
2453396.620749  93.04  9.62
2453399.620826 223.17  9.07
2453568.909399 107.72  4.60
2453570.908804 163.67  6.50
2453575.902647 129.85  4.77
2453582.896324 122.71  4.72
2454034.662587 123.16  6.61
2454035.646686 202.16  6.65
2454035.881128 213.81  6.73
2454036.888984 233.12  7.06
2454037.672876 189.93  6.40
2454037.866313 170.58  7.30
2454038.638060 117.18  7.91
2454039.624219 150.78  7.72
2454039.862780 180.93  7.11
2454040.627633 246.34  7.19
2454040.864058 265.08  7.57
2454041.628609 249.18  7.49
2454352.779142 128.86  4.37
2454357.752316 132.66  4.07
2454357.987559 146.27  3.65
2454361.742742 122.16  4.31
2454368.727128 244.91  3.51
2454370.738514 134.76  3.68
2454377.944310 243.52  3.79
2454401.640682 224.13  3.66
2454422.806929 112.94  4.57
2454423.564408 164.27  4.52
2454467.706165  43.03  8.52
2454653.940848  95.88 10.16
2454659.927672 180.09  9.55
2454663.922889 149.26 10.16
2454669.885271 126.24  9.83
2454671.894518  40.70  9.81
