#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2025-05-05T18:51:01 [V7.4.5]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2025-05-05T18:51:01   Query execution date
#INFO request=https://vizier.cfa.harvard.edu/viz-bin/asu-txt?-oc.form=sexa&-out.max=unlimited&-order=I&-out.src=J/AJ/163/19/table1&-source=J/AJ/163/19/table1&-out=RJD&-out=RVel&-out=e_RVel&   Full request URL (POST)
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.4.5   Software version
#INFO publisher=CDS   Data centre that produced the VOTable

#RESOURCE=yCat_51630019
#Name: J/AJ/163/19
#Title: EXPRES. III. Photometry & RVel of eps Eridani (Roettenbacher+, 2022)
#INFO ivoid=ivo://cds.vizier/j/aj/163/19     IVOID of underlying data collection     
#INFO creator=Roettenbacher R.M.     First author or institution     
#INFO cites=bibcode:2022AJ....163...19R     Article or Data origin sources     
#INFO editor=Astronomical Journal (AAS)     Editor name (article)     
#INFO original_date=2022     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/163/19     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.51630019     Dataset identifier that can be used for citation     
#INFO publication_date=2022-09-30     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Table J_AJ_163_19_table1:
#Name: J/AJ/163/19/table1
#Title: EXPRES radial velocities
#---Details of Columns:
    RJD (d)      (F12.6) [58710/59167] Reduced Julian Date; RJD-2400000 [ucd=time.epoch]
    RVel (m/s)   (F7.3)  [-14.5/10.9] Radial velocity of eps Eridani [ucd=phys.veloc;pos.heliocentric]
    e_RVel (m/s) (F6.3)  [0.2/0.7] Radial velocity uncertainty [ucd=stat.error;spect.dopplerVeloc]
------------ ------- ------
             RVe     e_RVel
RJD (d)      l (m/s) (m/s) 
------------ ------- ------
58710.983924  -9.762  0.482
58710.985348 -10.127  0.466
58710.986526  -9.149  0.692
58716.996130 -14.496  0.387
58716.997549 -10.840  0.380
58716.998950 -10.180  0.361
58719.963119  -5.575  0.423
58719.964500  -5.778  0.420
58719.965931  -5.155  0.407
58720.993460  -7.717  0.359
58720.994866  -9.629  0.376
58720.996344  -5.286  0.379
58764.894743 -12.184  0.335
58764.895780 -12.860  0.348
58764.896878 -12.352  0.335
58764.897916 -12.677  0.339
58764.898973 -12.846  0.338
58772.922107   4.069  0.387
58772.923492   5.460  0.364
58772.924875   4.244  0.385
58772.926270   5.064  0.394
58772.927705   5.162  0.413
58780.842056  -9.854  0.366
58780.843782  -9.277  0.364
58780.845460 -10.193  0.343
58780.847266  -9.652  0.324
58780.848902  -7.989  0.331
58785.890535   0.432  0.291
58785.892395  -0.243  0.317
58785.894009  -1.191  0.302
58785.895741   0.438  0.312
58785.897382  -0.098  0.335
58788.920597  -3.945  0.338
58788.921427  -4.730  0.342
58788.922156  -4.380  0.323
58788.922846  -4.653  0.326
58788.923549  -3.297  0.347
58794.872014   3.430  0.339
58794.873412   2.277  0.345
58794.874628   2.484  0.354
58794.875908   3.695  0.346
58794.877139   1.903  0.336
58795.888017   3.563  0.333
58795.889463   3.078  0.328
58795.890926   3.178  0.312
58795.892586   4.387  0.321
58795.894178   3.902  0.315
58796.752188   2.171  0.309
58796.753405   1.432  0.321
58796.754592   1.809  0.344
58796.755729   2.235  0.329
58796.756804   1.663  0.311
58798.734329   5.345  0.353
58798.735465   4.594  0.324
58798.736581   4.525  0.342
58798.737713   4.590  0.315
58798.738854   4.141  0.333
58833.808268   4.263  0.309
58833.814812   3.587  0.327
58833.819319   3.862  0.319
58833.822772   3.028  0.326
58833.826127   3.182  0.329
58850.693401   0.400  0.359
58850.694778   1.217  0.369
58850.696139   1.057  0.378
58850.697649   2.116  0.364
58850.699044   1.383  0.365
58852.623672 -11.715  0.354
58852.624835 -12.389  0.335
58852.625903 -11.424  0.362
58852.627056 -12.747  0.325
58852.628218 -12.257  0.363
59063.974721  -3.796  0.385
59063.976492  -4.015  0.356
59063.978274  -3.616  0.365
59074.991189  -8.286  0.392
59074.992709  -7.223  0.391
59088.000401 -10.219  0.375
59088.001380  -9.794  0.400
59088.002346  -9.293  0.406
59088.003310 -10.032  0.399
59089.002114  -8.858  0.422
59089.002913  -6.944  0.417
59089.003721 -10.772  0.425
59098.007817  -0.692  0.373
59098.009335   0.103  0.367
59098.010847  -0.458  0.384
59099.006249  -6.548  0.348
59099.007325  -7.316  0.354
59099.008473  -9.372  0.360
59099.009625  -7.442  0.338
59099.984887 -10.518  0.353
59099.985816  -4.702  0.342
59099.986760  -9.480  0.330
59109.965447  -0.396  0.351
59109.966406   1.146  0.319
59109.967409   1.401  0.316
59109.968521  -0.380  0.340
59109.969669  -0.070  0.329
59118.939148   5.954  0.335
59118.940232   8.393  0.340
59118.941297   7.124  0.330
59118.942358   7.653  0.340
59119.933619   7.578  0.335
59119.934769   6.166  0.328
59119.935830   5.951  0.321
59119.936851   5.986  0.313
59119.937962   8.027  0.350
59120.946267   5.581  0.362
59120.947907   6.002  0.344
59120.949471   5.721  0.322
59120.951067   4.822  0.360
59120.952540   5.418  0.360
59121.887865   3.118  0.341
59121.889745   4.084  0.324
59121.891116   4.003  0.302
59121.892723   4.086  0.332
59122.928835   8.300  0.286
59122.929520   7.680  0.328
59122.930366   7.158  0.318
59122.931101   7.557  0.292
59122.931781   7.996  0.324
59123.977159   6.837  0.319
59123.978254   7.301  0.320
59123.979433   6.377  0.337
59123.980574   6.559  0.319
59123.981714   8.099  0.302
59132.979158   4.300  0.331
59132.980064   6.071  0.328
59132.980909   2.858  0.355
59132.981786   4.900  0.335
59132.982675   4.620  0.318
59146.761576  -3.066  0.318
59146.763141  -2.621  0.309
59146.764517   0.558  0.302
59146.765851  -2.639  0.310
59146.767187  -0.919  0.308
59150.768756  10.023  0.383
59150.771181  10.081  0.335
59150.773569  10.882  0.366
59150.775975  10.679  0.354
59150.778579  10.377  0.336
59151.768583   6.890  0.348
59152.876203   2.197  0.334
59152.877216   0.784  0.347
59152.878313   2.191  0.339
59152.879350   0.668  0.351
59152.880413   2.035  0.312
59153.904919  -2.182  0.377
59153.905574  -2.353  0.358
59153.906253  -2.902  0.337
59153.907023  -1.784  0.340
59153.907671  -3.515  0.342
59155.805529   4.553  0.336
59155.806946   2.934  0.395
59155.808205   3.965  0.375
59155.809498   4.439  0.420
59159.806776   6.509  0.346
59159.814535   5.286  0.343
59166.788275   7.322  0.305
59166.789587   8.855  0.291
59166.790902   7.210  0.328
59166.792338   8.051  0.306
59166.793609   8.538  0.336
