#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-07T23:08:38 [V7.4.6]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2025-04-07T23:08:38   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-oc.form=sexa&-out.max=unlimited&-source=J/A+A/551/A79/rv1&-order=I&-out=JD&-out=RV&-out=e_RV&   Full request URL (POST)
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.4.6   Software version
#INFO publisher=CDS   Data centre that produced the VOTable

#RESOURCE=yCat_35510079
#Name: J/A+A/551/A79
#Title: Radial velocity periodic variations in {tau} Ceti (Tuomi+, 2013)
#INFO ivoid=ivo://cds.vizier/j/a+a/551/a79     IVOID of underlying data collection     
#INFO creator=Tuomi M.     First author or institution     
#INFO cites=bibcode:2013A&A...551A..79T     Article or Data origin sources     
#INFO editor=Astronomy and Astrophysics     Editor name (article)     
#INFO original_date=2013     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/551/A79     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.35510079     Dataset identifier that can be used for citation     
#INFO publication_date=2017-06-27     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Table J_A_A_551_A79_rv1:
#Name: J/A+A/551/A79/rv1
#Title: UCLES velocities of HD 10700
#---Details of Columns:
    JD (d)     (F11.3) Julian Date [ucd=time.epoch]
    RV (m/s)   (F6.2)  Radial velocity [ucd=phys.veloc;pos.heliocentric]
    e_RV (m/s) (F5.2)  rms uncertainty on RV [ucd=stat.error]
----------- ------ -----
            RV     e_RV 
JD (d)      (m/s)  (m/s)
----------- ------ -----
2450830.993  -5.10  2.17
2450830.994 -12.10  2.27
2451118.076  -0.07  2.17
2451121.078   3.23  2.23
2451212.938  -2.14  1.94
2451235.904  -8.47  3.15
2451235.905  -3.60  1.95
2451236.904  -0.49  2.30
2451383.336  -1.03  1.43
2451383.338  -6.71  1.41
2451385.340  -2.13  3.70
2451385.342  -1.56  3.25
2451386.336   1.02  1.87
2451386.337  -2.39  1.55
2451387.338  -3.91  1.37
2451413.162  -6.20  1.67
2451414.319  -0.53  1.56
2451473.109  -3.11  1.86
2451526.966  -0.50  1.91
2451527.930   0.48  1.90
2451743.343   0.56  1.46
2451767.286   0.41  2.09
2451767.288  -9.99  2.24
2451767.289   0.04  1.97
2451768.290  -5.94  2.16
2451768.292  -6.01  1.79
2451828.097  -3.32  2.05
2451829.009  -8.67  2.02
2451829.985  -4.84  2.11
2451856.095  -4.73  2.06
2451856.928 -24.18  5.58
2451918.986  -4.82  2.17
2451919.978  -5.09  1.82
2452061.344  -5.65  2.42
2452092.276   0.60  1.49
2452093.356   1.24  1.56
2452093.358  -2.03  1.55
2452093.359   1.99  2.03
2452093.360  -7.49  2.14
2452125.230  -9.08  1.54
2452125.233  -4.46  1.40
2452125.236  -3.97  2.74
2452125.239  -4.12  2.06
2452125.242   3.28  1.93
2452125.245  -8.37  2.22
2452125.248  -1.79  1.51
2452126.111  -5.69  1.62
2452126.113  -4.77  1.47
2452126.115  -2.23  1.48
2452126.117  -1.03  1.37
2452126.119  -0.87  1.46
2452128.350  -2.95  2.16
2452128.352  -7.82  2.18
2452128.353  -4.00  2.32
2452128.355 -11.00  1.99
2452130.351  -5.32  1.89
2452130.352  -8.89  1.78
2452130.354 -10.27  2.25
2452151.321  -8.26  3.69
2452151.322   2.55  3.27
