time,mnvel,errvel,tel,inst,source
2448906.7182,-22.31,8.88,,ignore,hirsch2021
2448906.7182,-28.11,8.882412,,ignore,callegacy
2448934.6595,-20.72,10.790876,,ignore,callegacy
2448934.672251,-18.6,7.04,,ignore,hirsch2021
2448934.6817,-27.13,9.288959,,ignore,callegacy
2448935.611456,-25.2,7.95,,ignore,hirsch2021
2448935.6721,-32.73,11.967453,,ignore,callegacy
2448935.6942,-29.64,10.642691,,ignore,callegacy
2449172.9532,0.94,8.658887,,ignore,callegacy
2449172.9532,6.74,8.66,,ignore,hirsch2021
2449200.9041,-12.56,7.941863,,ignore,callegacy
2449200.9041,-6.76,7.94,,ignore,hirsch2021
2449255.7202,-2.49,9.488245,,ignore,callegacy
2449255.7202,3.31,9.49,,ignore,hirsch2021
2449298.642351,-21.18,6.65,,ignore,hirsch2021
2449298.7033,-17.71,10.028506,,ignore,callegacy
2449298.7248,-34.25,8.884407,,ignore,callegacy
2449587.9252,7.79,9.530906,,ignore,callegacy
2449587.947,-8.59,8.8249,,ignore,callegacy
2449588.009941,4.77,6.48,,ignore,hirsch2021
2449589.8798,-5.0,8.442676,,ignore,callegacy
2449589.890022,-2.72,6.1,,ignore,hirsch2021
2449589.9012,-12.38,8.828699,,ignore,callegacy
2449601.761864,-14.7,5.87,,ignore,hirsch2021
2449601.8254,-19.54,7.823682,,ignore,callegacy
2449601.8471,-21.74,8.892798,,ignore,callegacy
2449623.7367,-7.5,7.96,,ignore,hirsch2021
2449623.7367,-13.3,7.958291,,ignore,callegacy
2449914.983403,10.25,3.55021,,ignore,callegacy
2449914.983403,16.05,3.55,,ignore,hirsch2021
2449941.855469,8.08,3.053465,,ignore,callegacy
2449941.87793,-0.6,3.185189,,ignore,callegacy
2449942.012253,9.72,2.2,,ignore,hirsch2021
2449983.640691,19.24,2.66,,ignore,hirsch2021
2449983.703125,14.34,3.653122,,ignore,callegacy
2449983.725586,12.43,3.870853,,ignore,callegacy
2450011.728516,3.92,3.81765,,ignore,callegacy
2450011.739475,7.86,2.67,,ignore,hirsch2021
2450011.75,0.28,3.741404,,ignore,callegacy
2450048.63609,19.67,3.73,,ignore,hirsch2021
2450048.702303,18.01,4.438071,,ignore,callegacy
2450048.725382,3.97,6.863861,,ignore,callegacy
2450089.608398,4.29,3.048578,,ignore,callegacy
2450089.608398,10.09,3.05,,ignore,hirsch2021
